Round, Active Player, Color, Chesspiece, X, Y
1, 0, white, BP_Pawn_C_0, 1, 3
1, 0, white, BP_Pawn_C_0, 2, 3
1, 0, white, BP_Pawn_C_0, 2, 3
1, 0, white, BP_Pawn_C_1, 2, 4
1, 1, white, BP_Pawn_C_0, 2, 3
1, 1, white, BP_Pawn_C_1, 2, 4
1, 1, black, BP_Pawn_C_2, 7, 3
2, 0, white, BP_Pawn_C_0, 3, 3
2, 0, white, BP_Pawn_C_1, 2, 4
2, 0, black, BP_Pawn_C_2, 7, 3
