Round, Active Player, Color, Chesspiece, X, Y
1, 1, black, BP_Pawn0, 8, 5
1, 1, black, BP_Pawn0, 7, 5
1, 1, black, BP_Pawn0, 7, 5
1, 1, black, BP_Pawn1, 7, 4
1, 0, black, BP_Pawn0, 7, 5
1, 0, black, BP_Pawn1, 7, 4
1, 0, white, BP_Pawn2, 1, 4
1, 0, black, BP_Pawn0, 7, 5
1, 0, black, BP_Pawn1, 7, 4
1, 0, white, BP_Pawn2, 2, 4
2, 1, black, BP_Pawn0, 6, 5
2, 1, black, BP_Pawn1, 7, 4
2, 1, white, BP_Pawn2, 2, 4
2, 1, black, BP_Pawn0, 6, 5
2, 1, black, BP_Pawn1, 6, 4
2, 1, white, BP_Pawn2, 2, 4
