Round, Active Player, Color, Chesspiece, X, Y
1, 1, black, BP_Pawn_C_0, 7, 3
1, 1, black, BP_Pawn_C_0, 7, 3
1, 1, black, BP_Pawn_C_1, 7, 5
1, 0, black, BP_Pawn_C_0, 7, 3
1, 0, black, BP_Pawn_C_1, 7, 5
1, 0, white, BP_Pawn_C_2, 2, 3
1, 0, black, BP_Pawn_C_0, 7, 3
1, 0, black, BP_Pawn_C_1, 7, 5
1, 0, white, BP_Pawn_C_2, 2, 3
1, 0, white, BP_Pawn_C_3, 2, 5
2, 1, black, BP_Pawn_C_0, 7, 3
2, 1, black, BP_Pawn_C_1, 7, 5
2, 1, white, BP_Pawn_C_3, 2, 5
