Round, Active Player, Color, Chesspiece, X, Y
1, 1, black, BP_Pawn0, 7, 7
1, 0, black, BP_Pawn0, 7, 7
1, 0, white, BP_Knight0, 2, 3
2, 1, black, BP_Pawn0, 7, 7
2, 1, white, BP_Knight0, 2, 3
2, 1, black, BP_Pawn1, 7, 5
2, 0, black, BP_Pawn0, 7, 7
2, 0, white, BP_Knight0, 4, 2
2, 0, black, BP_Pawn1, 7, 5
3, 1, black, BP_Pawn0, 7, 7
3, 1, white, BP_Knight0, 4, 2
3, 1, black, BP_Pawn1, 7, 5
3, 1, black, BP_Pawn2, 7, 3
