Round, Active Player, Color, Chesspiece, X, Y
1, 1, black, BP_Knight_C_0, 7, 4
1, 0, black, BP_Knight_C_0, 7, 4
1, 0, white, BP_Pawn_C_0, 2, 3
2, 1, black, BP_Knight_C_0, 5, 3
2, 1, white, BP_Pawn_C_0, 2, 3
2, 0, black, BP_Knight_C_0, 5, 3
2, 0, white, BP_Pawn_C_0, 2, 3
2, 0, white, BP_Pawn_C_1, 2, 5
